action_ref,owner,pin_type,is_vetted,kind,repo_count,total_uses
./.github/workflows/monorepo_deployment.yml,,local,true,reusable_workflow,1,24
google-github-actions/auth@v0,google-github-actions,tag,true,action,17,24
Azure/k8s-deploy@v5,Azure,tag,false,action,1,24
docker/setup-buildx-action@v3,docker,tag,true,action,6,23
actions/setup-node@v4,actions,tag,true,action,10,21
docker/build-push-action@v6,docker,tag,true,action,3,20
docker/login-action@v2,docker,tag,true,action,9,16
stefanzweifel/git-auto-commit-action@v5,stefanzweifel,tag,false,action,4,15
actions/cache@v4,actions,tag,true,action,12,15
actions/setup-java@v4,actions,tag,true,action,12,15
astral-sh/setup-uv@v4,astral-sh,tag,false,action,5,15
step-security/changed-files@v45,step-security,tag,false,action,14,14
docker/login-action@v3,docker,tag,true,action,5,14
aws-actions/setup-sam@v2,aws-actions,tag,true,action,1,14
azure/login@v1,azure,tag,true,action,6,12
./.github/workflows/monorepo_deployment_granular.yml,,local,true,reusable_workflow,1,12
paulhatch/semantic-version@v5.0.3,paulhatch,tag,false,action,5,11
actions/checkout@de0fac2e4500dabe0009e67214ff5f5447ce83dd,actions,sha,true,action,9,11
hashicorp/terraform-github-actions@master,hashicorp,branch,true,action,2,10
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@2.x,pfizer,tag,true,reusable_workflow,9,10
pfizer-github-automation/sonar-scan-action@v1.3.0,pfizer-github-automation,tag,true,action,10,10
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@3.x,pfizer,tag,true,reusable_workflow,10,10
docker/setup-buildx-action@v2,docker,tag,true,action,6,10
aquasecurity/trivy-action@57a97c7e7821a5776cebc9bb87c984fa69cba8f1,aquasecurity,sha,false,action,5,10
./iap-automation-denali-auto/.github/actions/copy_files_action,,local,true,action,1,9
actions/checkout@v5,actions,tag,true,action,9,9
azure/setup-helm@v4.1.0,azure,tag,true,action,3,9
actions/github-script@v5,actions,tag,true,action,7,8
actions/download-artifact@v4,actions,tag,true,action,4,8
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@2.x,pfizer,tag,true,reusable_workflow,7,8
actions/cache@v1,actions,tag,true,action,4,8
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@4.x,pfizer,tag,true,reusable_workflow,8,8
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@3.x,pfizer,tag,true,reusable_workflow,8,8
./.github/workflows/deployment_code.yml,,local,true,reusable_workflow,2,7
actions/checkout@master,actions,branch,true,action,2,7
aws-actions/configure-aws-credentials@v1,aws-actions,tag,true,action,6,7
gradle/gradle-build-action@67421db6bd0bf253fb4bd25b31ebb98943c375e1,gradle,sha,false,action,7,7
actions/upload-artifact@v3,actions,tag,true,action,7,7
tj-actions/changed-files@v34.4.2,tj-actions,tag,false,action,7,7
gradle/gradle-build-action@v2,gradle,tag,false,action,6,7
hashicorp/setup-terraform@v4,hashicorp,tag,true,action,7,7
actions/create-release@v1,actions,tag,true,action,6,6
./.github/actions/copy_files_action,,local,true,action,2,6
pfizer-github-automation/sonar-scan-action@1ec9b1579aa5b551a238b917425189aa60ed9ff8,pfizer-github-automation,sha,true,action,6,6
terraform-linters/setup-tflint@v4,terraform-linters,tag,false,action,6,6
pfizer-github-automation/bolt-enable-ssh-action@885a13978c699a2c39d866670734d918282a0ec8,pfizer-github-automation,sha,true,action,2,5
pfizer-eps/cd-coe-ae-github-actions/setup-ssh-agent@7ff17317de5d33576a61954ebd99b0735236edb8,pfizer-eps,sha,true,action,2,5
tj-actions/changed-files@v46,tj-actions,tag,false,action,2,5
pfizer-github-automation/sonar-scan-action@13f7a64453afd38f6ef50d070348cd537f972df4,pfizer-github-automation,sha,true,action,5,5
azure/setup-helm@v3,azure,tag,true,action,2,5
hashicorp/setup-terraform@v2,hashicorp,tag,true,action,2,4
./.github/workflows/cw.build.yml,,local,true,reusable_workflow,1,4
actions/upload-artifact@0b2256b8c012f0828dc542b3febcab082c67f72b,actions,sha,true,action,2,4
./.github/actions/prepare-deployment,,local,true,action,1,4
aws-actions/aws-secretsmanager-get-secrets@v2,aws-actions,tag,true,action,2,4
muhfaris/request-action@v0.1.2,muhfaris,tag,false,action,2,4
actions/setup-go@v5,actions,tag,true,action,3,4
anothrNick/github-tag-action@1.64.0,anothrNick,tag,false,action,4,4
docker/build-push-action@v5,docker,tag,true,action,2,4
google-github-actions/auth@v1,google-github-actions,tag,true,action,2,4
actions/setup-java@v1,actions,tag,true,action,2,4
ncipollo/release-action@v1,ncipollo,tag,false,action,2,4
actions/create-github-app-token@v2,actions,tag,true,action,1,4
./.github/workflows/deploy-agent.yaml,,local,true,reusable_workflow,2,4
actions/setup-python@v2,actions,tag,true,action,3,3
fitbeard/action-trigger-awx@v22.7.0,fitbeard,tag,false,action,2,3
pfizer-eps/gis-ca-maestro-code/.github/workflows/cribl_send_event_data.yml@main,pfizer-eps,branch,true,reusable_workflow,1,3
pfizer-eps/gis-ca-maestro-code/.github/workflows/create_tag.yml@main,pfizer-eps,branch,true,reusable_workflow,3,3
pfizer-eps/gis-ca-maestro-code/.github/workflows/client_pipeline.yml@main,pfizer-eps,branch,true,reusable_workflow,3,3
actions/setup-node@v1,actions,tag,true,action,1,3
aws-actions/amazon-ecr-login@v1,aws-actions,tag,true,action,1,3
actions/checkout@1af3b93b6815bc44a9784bd300feb67ff0d1eeb3,actions,sha,true,action,1,3
google-github-actions/auth@7c6bc770dae815cd3e89ee6cdf493a5fab2cc093,google-github-actions,sha,true,action,2,3
hashicorp/setup-terraform@5e8dbf3c6d9deaf4193ca7a8fb23f2ac83bb6c85,hashicorp,sha,true,action,2,3
pfizer/tf-ga-helper/.github/workflows/module-validation.yml@latest,pfizer,branch,true,reusable_workflow,3,3
pfizer/tf-ga-helper/.github/workflows/packer-build.yml@2.x,pfizer,tag,true,reusable_workflow,2,3
aws-actions/amazon-ecr-login@v2,aws-actions,tag,true,action,2,3
tibdex/github-app-token@v1,tibdex,tag,false,action,1,3
actions/checkout@df4cb1c069e1874edd31b4311f1884172cec0e10,actions,sha,true,action,3,3
tj-actions/changed-files@v44,tj-actions,tag,false,action,3,3
dorny/paths-filter@v4.0.1,dorny,tag,false,action,1,3
pfizer-eps/ai-ml-shared-config/.github/workflows/agents.yaml@v1,pfizer-eps,tag,true,reusable_workflow,1,3
actions/checkout@v1,actions,tag,true,action,2,2
haythem/public-ip@v1.2,haythem,tag,false,action,1,2
actions/checkout@93cb6efe18208431cddfb8368fd83d5badbf9bfd,actions,sha,true,action,2,2
actions/setup-python@v3,actions,tag,true,action,2,2
actions/download-artifact@master,actions,branch,true,action,2,2
EdisonLabs/sns-publish-workflow-status-action@v1,EdisonLabs,tag,false,action,1,2
actions/setup-dotnet@v3,actions,tag,true,action,2,2
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@feat/gh-app-eps,pfizer,branch,true,reusable_workflow,2,2
./.github/workflows/extract-request-id.yml,,local,true,reusable_workflow,2,2
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@feat/gh-app-eps,pfizer,branch,true,reusable_workflow,2,2
rapid7/insightcloudsec-actions@v1.0.1,rapid7,tag,false,action,1,2
./.github/actions/comment,,local,true,action,1,2
./.github/workflows/cw.deploy.yml,,local,true,reusable_workflow,1,2
./.github/actions/age,,local,true,action,1,2
stefanzweifel/git-auto-commit-action@v4,stefanzweifel,tag,false,action,2,2
sonarsource/sonarqube-scan-action@v3,sonarsource,tag,true,action,2,2
pfizer/tf-ga-helper/.github/workflows/account-apply.yml@latest,pfizer,branch,true,reusable_workflow,2,2
pfizer/tf-ga-helper/.github/workflows/account-plan.yml@latest,pfizer,branch,true,reusable_workflow,2,2
actions/checkout@6,actions,tag,true,action,1,2
aws-actions/configure-aws-credentials@e3dd6a429d7300a6a4c196c26e071d42e0343502,aws-actions,sha,true,action,2,2
actions/cache@v2,actions,tag,true,action,1,2
pfizer-eps/eps-dco-sre-composite-pipelines/deploy-to-portainer@main,pfizer-eps,branch,true,action,1,2
docker/metadata-action@v5,docker,tag,true,action,2,2
pfizer-github-automation/sonar-scan-action@cb6da2f3879a331d7ba4a7c84ac425618f4b5939,pfizer-github-automation,sha,true,action,2,2
docker/build-push-action@v4,docker,tag,true,action,2,2
astral-sh/setup-uv@v6,astral-sh,tag,false,action,1,2
hashicorp/tfc-workflows-github/actions/upload-configuration@v1.0.0,hashicorp,tag,true,action,1,2
hashicorp/tfc-workflows-github/actions/create-run@v1.0.0,hashicorp,tag,true,action,1,2
actions/create-github-app-token@f2acddfb5195534d487896a656232b016a682f3c,actions,sha,true,action,2,2
AndreasAugustin/actions-template-sync@v2,AndreasAugustin,tag,false,action,2,2
actions/setup-python@42375524e23c412d93fb67b49958b491fce71c38,actions,sha,true,action,1,2
dorny/paths-filter@de90cc6fb38fc0963ad72b210f1f284cd68cea36,dorny,sha,false,action,1,2
actions/configure-pages@v5,actions,tag,true,action,1,2
actions/upload-pages-artifact@v3,actions,tag,true,action,1,2
actions/deploy-pages@v5,actions,tag,true,action,1,2
actions/checkout@v6.0.1,actions,tag,true,action,2,2
google-github-actions/setup-gcloud@v2,google-github-actions,tag,true,action,1,2
actions/cache@v5,actions,tag,true,action,2,2
actions/checkout@v6.0.2,actions,tag,true,action,1,2
actions/setup-python@v6.2.0,actions,tag,true,action,1,2
pfizer-eps/ai-ml-shared-config/.github/workflows/deploy-agent.yaml@main,pfizer-eps,branch,true,reusable_workflow,1,2
pfizer-eps/ai-ml-shared-config/.github/workflows/terraform.yaml@v1,pfizer-eps,tag,true,reusable_workflow,1,2
pfizer-eps/ics-code-scan-actions/.github/workflows/run_ics_check_cloudformation.yml@main,pfizer-eps,branch,true,reusable_workflow,1,1
hmarr/auto-approve-action@v2,hmarr,tag,false,action,1,1
pascalgn/automerge-action@v0.14.3,pascalgn,tag,false,action,1,1
actions/github-script@ed597411d8f924073f98dfc5c65a23a2325f34cd,actions,sha,true,action,1,1
pfizer-eps/gis-ca-maestro-code/.github/workflows/monorepo_manual_dispatch_granular.yml@main,pfizer-eps,branch,true,reusable_workflow,1,1
pfizer-eps/gis-ca-maestro-code/.github/workflows/pr_reminders.yml@main,pfizer-eps,branch,true,reusable_workflow,1,1
actions/checkout@v4.1.1,actions,tag,true,action,1,1
actions/labeler@v4,actions,tag,true,action,1,1
crazy-max/ghaction-import-gpg@v3,crazy-max,tag,false,action,1,1
peter-evans/create-pull-request@v3,peter-evans,tag,false,action,1,1
anothrNick/github-tag-action@1.39.0,anothrNick,tag,false,action,1,1
./.github/actions/edison_actions_lite/actions/check-workflow-file,,local,true,action,1,1
./.github/actions/edison_actions_lite/actions/check-tag-name,,local,true,action,1,1
./.github/actions/edison_actions_lite/actions/check-branch-name,,local,true,action,1,1
./.github/actions/edison_actions_lite/actions/check-metadata-file,,local,true,action,1,1
./.github/actions/edison_actions_lite/actions/framework-build,,local,true,action,1,1
pfizer-eps/eps-baps-dc1-artemis@maintain,pfizer-eps,branch,true,action,1,1
amannn/action-semantic-pull-request@v4,amannn,tag,false,action,1,1
pfizer-eps/ics-code-scan-actions/.github/workflows/run_ics_check_cloudformation.yml@fix-secret-fetch,pfizer-eps,branch,true,reusable_workflow,1,1
pfizer-eps/ics-code-scan-actions/.github/workflows/run_ics_check_cloudformation.yml@v1.0.0,pfizer-eps,tag,true,reusable_workflow,1,1
tj-actions/changed-files@v31.0.3,tj-actions,tag,false,action,1,1
rapid7/insightcloudsec-actions@v2.0.0,rapid7,tag,false,action,1,1
gradle/actions/setup-gradle@v4,gradle,tag,false,action,1,1
./.github/actions/download-release,,local,true,action,1,1
gradle/actions/setup-gradle@v3,gradle,tag,false,action,1,1
sonarsource/sonarqube-scan-action@master,sonarsource,branch,true,action,1,1
hashicorp/setup-terraform@b9cd54a3c349d3f38e8881555d616ced269862dd,hashicorp,sha,true,action,1,1
DamianReeves/write-file-action@6929a9a6d1807689191dcc8bbe62b54d70a32b42,DamianReeves,sha,false,action,1,1
actions/upload-artifact@330a01c490aca151604b8cf639adc76d48f6c5d4,actions,sha,true,action,1,1
./.github/workflows/build-assets.yml,,local,true,reusable_workflow,1,1
./.github/workflows/deploy-assets.yml,,local,true,reusable_workflow,1,1
./.github/workflows/test_code.yml,,local,true,reusable_workflow,1,1
pfizer-eps/tf-ga-helper/.github/workflows/packer-build.yml@ad-self_hosted_runner,pfizer-eps,branch,true,reusable_workflow,1,1
goreleaser/goreleaser-action@v6,goreleaser,tag,false,action,1,1
pfizer-eps/gis-ae-playground/.github/workflows/pr_reminder.yaml@main,pfizer-eps,branch,true,reusable_workflow,1,1
./.github/workflows/app-build.yml,,local,true,reusable_workflow,1,1
./.github/workflows/app-deploy.yml,,local,true,reusable_workflow,1,1
actions/setup-python@v4.3.0,actions,tag,true,action,1,1
paulhatch/semantic-version@v5.4.0,paulhatch,tag,false,action,1,1
benc-uk/workflow-dispatch@v1,benc-uk,tag,false,action,1,1
ncipollo/release-action@v1.18.0,ncipollo,tag,false,action,1,1
pfizer-github-automation/sonar-scan-action@3027d8a7ceeaeb19ec1aa18bb5b0dce978249054,pfizer-github-automation,sha,true,action,1,1
actions/setup-java@v2,actions,tag,true,action,1,1
actions/checkout@11bd71901bbe5b1630ceea73d27597364c9af683,actions,sha,true,action,1,1
hashicorp/setup-sentinel@main,hashicorp,branch,true,action,1,1
browser-actions/setup-chrome@v1,browser-actions,tag,false,action,1,1
browser-actions/setup-firefox@v1,browser-actions,tag,false,action,1,1
aws-actions/configure-aws-credentials@e7f100cf4c008499ea8adda475de1042d6975c7b,aws-actions,sha,true,action,1,1
planetscale/ghcommit-action@v0.1.6,planetscale,tag,false,action,1,1
hashicorp/tfc-workflows-github/actions/apply-run@v1.0.0,hashicorp,tag,true,action,1,1
hashicorp/tfc-workflows-github/actions/plan-output@v1.0.0,hashicorp,tag,true,action,1,1
actions/checkout@34e114876b0b11c390a56381ad16ebd13914f8d5,actions,sha,true,action,1,1
aws-actions/configure-aws-credentials@7474bc4690e29a8392af63c5b98e7449536d5c3a,aws-actions,sha,true,action,1,1
aws-actions/amazon-ecr-login@062b18b96a7aff071d4dc91bc00c4c1a7945b076,aws-actions,sha,true,action,1,1
docker/login-action@5e57cd118135c172c3672efd75eb46360885c0ef,docker,sha,true,action,1,1
docker/setup-qemu-action@v3,docker,tag,true,action,1,1
SonarSource/sonarcloud-github-c-cpp@44cc4d3d487fbc35e5c29b0a9d717be218d3a0e8,SonarSource,sha,false,action,1,1
kodermax/kubectl-aws-eks@1.1.0,kodermax,tag,false,action,1,1
ansible/ansible-content-actions/.github/workflows/ansible_lint.yaml@main,ansible,branch,false,reusable_workflow,1,1
dorny/paths-filter@v3,dorny,tag,false,action,1,1
actions/create-github-app-token@f8d387b68d61c58ab83c6c016672934102569859,actions,sha,true,action,1,1
peter-evans/create-pull-request@c0f553fe549906ede9cf27b5156039d195d2ece0,peter-evans,sha,false,action,1,1
pre-commit/action@v3.0.1,pre-commit,tag,false,action,1,1
github/copilot-release-notes@v1.0.1,github,tag,true,action,1,1
softprops/action-gh-release@v2,softprops,tag,false,action,1,1
Infisical/secrets-action@v1.0.9,Infisical,tag,false,action,1,1
pfizer-eps/ai-ml-shared-config/.github/workflows/ci.yaml@v1,pfizer-eps,tag,true,reusable_workflow,1,1
pfizer-esc/ais-packages/.github/workflows/mule-secrets.yml@v1,pfizer-esc,tag,true,reusable_workflow,510,510
pfizer-esc/ais-packages/.github/workflows/mule-sonar.yml@v2,pfizer-esc,tag,true,reusable_workflow,386,386
pfizer-esc/ais-packages/.github/workflows/mule-release.yml@v2,pfizer-esc,tag,true,reusable_workflow,272,273
pfizer-esc/ais-packages/.github/workflows/mule-main.yml@v3,pfizer-esc,tag,true,reusable_workflow,265,265
actions/checkout@v2,actions,tag,true,action,9,24
pfizer-esc/ais-packages/.github/workflows/node-secrets.yml@v1,pfizer-esc,tag,true,reusable_workflow,23,23
pfizer-esc/ais-packages/.github/workflows/node-standardjs.yml@v1,pfizer-esc,tag,true,reusable_workflow,22,22
actions/checkout@v3,actions,tag,true,action,9,21
pfizer-esc/ais-packages/.github/workflows/node-sonar.yml@v1,pfizer-esc,tag,true,reusable_workflow,21,21
pfizer-esc/ais-packages/.github/workflows/node-main.yml@v1,pfizer-esc,tag,true,reusable_workflow,20,20
pfizer-esc/ais-packages/.github/workflows/node-release.yml@v1,pfizer-esc,tag,true,reusable_workflow,20,20
actions/checkout@master,actions,branch,true,action,1,11
andstor/file-existence-action@v2,andstor,tag,false,action,1,11
actions/setup-java@v2,actions,tag,true,action,5,10
pfizer-esc/ais-packages/.github/workflows/node-prod-deploy.yml@main,pfizer-esc,branch,true,reusable_workflow,10,10
pfizer-esc/ais-packages/.github/workflows/node-stage-deploy.yml@main,pfizer-esc,branch,true,reusable_workflow,10,10
actions/checkout@v4,actions,tag,true,action,7,9
actions/setup-java@v3,actions,tag,true,action,4,9
stCarolas/setup-maven@v5,stCarolas,tag,false,action,4,9
pfizer-esc/ais-packages/.github/workflows/other-secrets.yml@v1,pfizer-esc,tag,true,reusable_workflow,8,8
actions/cache@v2.1.6,actions,tag,true,action,5,8
pfizer-esc/ais-packages/.github/workflows/other-main.yml@v1,pfizer-esc,tag,true,reusable_workflow,7,7
pfizer-esc/ais-packages/.github/workflows/other-release.yml@v1,pfizer-esc,tag,true,reusable_workflow,7,7
pfizer-esc/ais-packages/.github/workflows/other-sonar.yml@v1,pfizer-esc,tag,true,reusable_workflow,7,7
softprops/action-gh-release@v1,softprops,tag,false,action,5,7
pfizer-esc/ais-packages/.github/workflows/mule-main.yml@v2,pfizer-esc,tag,true,reusable_workflow,7,7
actions/upload-artifact@v2,actions,tag,true,action,6,6
actions/download-artifact@v2.0.10,actions,tag,true,action,5,5
pfizer-esc/ais-packages/.github/workflows/node-release.yml@v1.0.5,pfizer-esc,tag,true,reusable_workflow,4,4
actions/setup-node@v4,actions,tag,true,action,3,4
trufflesecurity/trufflehog@main,trufflesecurity,branch,false,action,1,3
actions/upload-artifact@v4,actions,tag,true,action,3,3
pfizer-github-automation/sonar-scan-action@main,pfizer-github-automation,branch,true,action,1,2
actions/checkout@f43a0e5ff2bd294095638e18286ca9a3d1956744,actions,sha,true,action,2,2
actions/cache@v1,actions,tag,true,action,1,2
docker/login-action@v3,docker,tag,true,action,2,2
